description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
ring -> destroyed (rare) (25%)	1	3		100	16	361	250		2	"ring"	"wss,qty=1"						"usetype,rar"			100																																																																																				0
	0																																																																																																							0
amulet -> destroyed (rare) (25%)	1	3		100	16	361	250		2	"amul"	"wss,qty=1"						"usetype,rar"			100																																																																																				0
	0																																																																																																							0
quiver -> destroyed (rare) (25%)	1	3		100	16	361	250		2	"misl"	"wss,qty=1"						"usetype,rar"			100																																																																																				0
																																																																																																								0
anni-> destroyed (rare) (20%)	1	1		100	16	361	200		2	"Annihilus"	"cwss,qty=1"						"cm1,mag"			100	corrupt	100		1	1	corruptnum	100		1001	1001	dye	100		10	10																																																																					0
																																																																																																								0
ANNIHILUS	0																																																																																																							0
item -> added mod 1	1	1		100	16	361	400		2	"Annihilus"	"cwss,qty=1"						useitem			100	corrupt	100		27	27	corruptnum	100		1001	1001	allskills	100		1	1	dye	100		10	10																																																																0
item -> added mod 2	1	1		100	16	361	600		2	"Annihilus"	"cwss,qty=1"						useitem			100	corrupt	100		90	90	corruptnum	100		1001	1001	vit	100		20	25	enr	100		10	15	dye	100		10	10																																																											0
item -> added mod 3	1	1		100	16	361	800		2	"Annihilus"	"cwss,qty=1"						useitem			100	corrupt	100		89	89	corruptnum	100		1001	1001	addxp	100		3	5	dye	100		10	10																																																																0
item -> added mod 4	1	1		100	16	361	1000		2	"Annihilus"	"cwss,qty=1"						useitem			100	corrupt	100		51	51	corruptnum	100		1001	1001	res-all	100		5	10	dye	100		10	10																																																																0
																																																																																																								0
ADD SPECIAL MOD (25%)	0																																																																																																							0
WEAPONS (global) ------------------------	0																																																																																																							0
Tier 1	0																																																																																																							0
item -> added mod 1	1	1		100	16	361	525		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		2	2	corruptnum	100		1001	1001	dmg%	100		40	80																																																																					0
item -> added mod 2	1	1		100	16	361	550		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		3	3	corruptnum	100		1001	1001	att	100		150	250																																																																					0
item -> added mod 3	1	1		100	16	361	575		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		4	4	corruptnum	100		1001	1001	heal-hit	100		3	6																																																																					0
item -> added mod 4	1	1		100	16	361	600		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		5	5	corruptnum	100		1001	1001	att-demon	100		200	200	dmg-demon	100		100	150																																																																0
item -> added mod 5	1	1		100	16	361	625		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		6	6	corruptnum	100		1001	1001	ease	100		-25	-50																																																																					0
item -> added mod 6	1	1		100	16	361	650		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		7	7	corruptnum	100		1001	1001	mag%	100		20	30																																																																					0
item -> added mod 1	1	1		100	16	361	675		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		8	8	corruptnum	100		1001	1001	heal-kill	100		3	5																																																																					0
item -> added mod 2	1	1		100	16	361	700		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		9	9	corruptnum	100		1001	1001	mana-kill	100		3	5																																																																					0
item -> added mod 3	1	1		100	16	361	725		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		16	16	corruptnum	100		1001	1001	cast2	100		10	10																																																																					0
item -> added mod 4	1	1		100	16	361	750		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		77	77	corruptnum	100		1001	1001	att-undead	100		200	200	dmg-undead	100		100	150																																																																0
Tier 2	0																																																																																																							0
item -> added mod 5	1	1		100	16	361	765		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		12	12	corruptnum	100		1001	1001	pierce-fire	100		7	10																																																																					0
item -> added mod 6	1	1		100	16	361	780		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		13	13	corruptnum	100		1001	1001	pierce-ltng	100		7	10																																																																					0
item -> added mod 1	1	1		100	16	361	795		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		14	14	corruptnum	100		1001	1001	pierce-cold	100		7	10																																																																					0
item -> added mod 2	1	1		100	16	361	810		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		15	15	corruptnum	100		1001	1001	pierce-pois	100		7	10																																																																					0
item -> added mod 3	1	1		100	16	361	825		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		16	16	corruptnum	100		1001	1001	cast2	100		20	20																																																																					0
item -> added mod 4	1	1		100	16	361	840		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		17	17	corruptnum	100		1001	1001	lifesteal	100		5	5	dmg%	100		40	60																																																																0
item -> added mod 5	1	1		100	16	361	855		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		91	91	corruptnum	100		1001	1001	dmg-ac	100		-40	-60																																																																					0
item -> added mod 6	1	1		100	16	361	870		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		19	19	corruptnum	100		1001	1001	deadly	100		20	30																																																																					0
item -> added mod 1	1	1		100	16	361	885		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		20	20	corruptnum	100		1001	1001	swing1	100		30	40																																																																					0
item -> added mod 2	1	1		100	16	361	900		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		21	21	corruptnum	100		1001	1001	crush	100		20	30																																																																					0
Tier 3	0																																																																																																							0
item -> added mod 3	1	1		100	16	361	910		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		22	22	corruptnum	100		1001	1001	swing1	100		20	20	dmg%	100		80	120																																																																0
item -> added mod 4	1	1		100	16	361	920		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		23	23	corruptnum	100		1001	1001	swing1	100		30	30	crush	100		20	30																																																																0
item -> added mod 5	1	1		100	16	361	930		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		24	24	corruptnum	100		1001	1001	ignore-ac	100		1	1	dmg%	100		60	80																																																																0
item -> added mod 6	1	1		100	16	361	940		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		25	25	corruptnum	100		1001	1001	deadly	100		25	25	dmg%	100		50	70																																																																0
item -> added mod 1	1	1		100	16	361	950		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		26	26	corruptnum	100		1001	1001	att	100		250	250	dmg%	100		80	120																																																																0
item -> added mod 2	1	1		100	16	361	960		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		27	27	corruptnum	100		1001	1001	allskills	100		1	1																																																																					0
item -> added mod 3	1	1		100	16	361	970		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		28	28	corruptnum	100		1001	1001	extra-fire	100		5	5	cast2	100		10	10																																																																0
item -> added mod 4	1	1		100	16	361	980		2	"weap,nos"	"wss,qty=1"						useitem			100	corrupt	100		29	29	corruptnum	100		1001	1001	extra-cold	100		5	5	cast2	100		10	10																																																																0
